,Dtype,sample_data_1,sample_data_2,sample_data_3,sample_data_4,sample_data_5,max,min,mean,std,median,Correlation with price_doc,top_corr_1,top_corr_2,top_corr_3,top_corr_4,top_corr_5,missing_values_count,missing_values_percentage,Drop it,Importance_level,Comment
timestamp_2012-11-15,,,,,,,,,,,,,sub_area_Poselenie Shherbinka,sub_area_Vojkovskoe,sub_area_Rjazanskij,sub_area_Kon'kovo,sub_area_Ljublino,0.0,0.0,0,1, 
timestamp_2012-11-16,,,,,,,,,,,,,sub_area_Tverskoe,cafe_count_1000_price_4000,church_count_500,church_count_1000,culture_objects_top_25_raion,0.0,0.0,0,1, 
timestamp_2012-11-17,,,,,,,,,,,,,sub_area_Poselenie Pervomajskoe,sub_area_Vostochnoe Izmajlovo,water_1line_yes,sub_area_Ajeroport,sub_area_Poselenie Voskresenskoe,0.0,0.0,0,1, 
timestamp_2012-11-19,,,,,,,,,,,,,sub_area_Poselenie Moskovskij,sub_area_Altuf'evskoe,product_type_OwnerOccupier,sub_area_Basmannoe,ecology_no data,0.0,0.0,0,1, 
timestamp_2012-11-20,,,,,,,,,,,,,sub_area_Poselenie Voskresenskoe,sub_area_Kon'kovo,product_type_OwnerOccupier,big_road1_km,green_zone_km,0.0,0.0,0,1, 
timestamp_2012-11-21,,,,,,,,,,,,,sub_area_Poselenie Kokoshkino,sub_area_Poselenie Moskovskij,ecology_no data,railroad_1line_yes,product_type_OwnerOccupier,0.0,0.0,0,1, 
timestamp_2012-11-22,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,railroad_station_avto_km,big_market_raion_yes,product_type_OwnerOccupier,ecology_no data,0.0,0.0,0,1, 
timestamp_2012-11-23,,,,,,,,,,,,,sub_area_Poselenie Voskresenskoe,water_1line_yes,sub_area_Silino,product_type_OwnerOccupier,big_road1_km,0.0,0.0,0,1, 
timestamp_2012-11-24,,,,,,,,,,,,,sport_count_500,sub_area_Krylatskoe,trc_sqm_1000,big_church_count_500,sub_area_Dmitrovskoe,0.0,0.0,0,1, 
timestamp_2012-11-25,,,,,,,,,,,,,sub_area_Zapadnoe Degunino,railroad_1line_yes,ecology_satisfactory,indust_part,ID_railroad_station_avto,0.0,0.0,0,1, 
timestamp_2012-11-26,,,,,,,,,,,,,product_type_OwnerOccupier,ecology_no data,railroad_station_avto_km,museum_km,sub_area_Hamovniki,0.0,0.0,0,1, 
timestamp_2012-11-27,,,,,,,,,,,,,sub_area_Poselenie Voskresenskoe,sub_area_Zjablikovo,water_1line_yes,product_type_OwnerOccupier,sub_area_Juzhnoe Medvedkovo,0.0,0.0,0,1, 
timestamp_2012-11-28,,,,,,,,,,,,,church_count_500,church_count_1000,sub_area_Tverskoe,leisure_count_1000,church_count_1500,0.0,0.0,0,1, 
timestamp_2012-11-29,,,,,,,,,,,,,sub_area_Poselenie Voskresenskoe,product_type_OwnerOccupier,sub_area_Sviblovo,sub_area_Fili Davydkovo,cafe_sum_5000_min_price_avg,0.0,0.0,0,1, 
timestamp_2012-11-30,,,,,,,,,,,,,sub_area_Vostochnoe,church_count_500,sub_area_Tverskoe,church_count_1000,cafe_count_1000_price_4000,0.0,0.0,0,1, 
timestamp_2012-12-01,,,,,,,,,,,,,sub_area_Jaroslavskoe,sub_area_Teplyj Stan,sub_area_Poselenie Vnukovskoe,green_part_1500,green_part_2000,0.0,0.0,0,1, 
timestamp_2012-12-03,,,,,,,,,,,,,sub_area_Marfino,sub_area_Staroe Krjukovo,sub_area_Poselenie Voskresenskoe,water_1line_yes,big_road1_km,0.0,0.0,0,1, 
timestamp_2012-12-04,,,,,,,,,,,,,sub_area_Poselenie Krasnopahorskoe,product_type_OwnerOccupier,floor,sub_area_Moskvorech'e-Saburovo,office_km,0.0,0.0,0,1, 
timestamp_2012-12-05,,,,,,,,,,,,,sub_area_Poselenie Voskresenskoe,sub_area_Poselenie Shherbinka,ecology_no data,product_type_OwnerOccupier,big_market_raion_yes,0.0,0.0,0,1, 
timestamp_2012-12-06,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,ecology_no data,product_type_OwnerOccupier,office_km,area_m,0.0,0.0,0,1, 
timestamp_2012-12-07,,,,,,,,,,,,,sub_area_Vojkovskoe,sub_area_Juzhnoe Tushino,sub_area_Strogino,sub_area_Solncevo,detention_facility_raion_yes,0.0,0.0,0,1, 
timestamp_2012-12-08,,,,,,,,,,,,,sub_area_Taganskoe,sub_area_Poselenie Moskovskij,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,sub_area_Poselenie Sosenskoe,0.0,0.0,0,1, 
timestamp_2012-12-10,,,,,,,,,,,,,sub_area_Kurkino,sub_area_Staroe Krjukovo,sub_area_Moskvorech'e-Saburovo,sub_area_Ajeroport,sub_area_Poselenie Pervomajskoe,0.0,0.0,0,1, 
timestamp_2012-12-11,,,,,,,,,,,,,product_type_OwnerOccupier,sub_area_Severnoe Tushino,sub_area_Marfino,ecology_no data,sub_area_Silino,0.0,0.0,0,1, 
timestamp_2012-12-12,,,,,,,,,,,,,sub_area_Kapotnja,sub_area_Akademicheskoe,nuclear_reactor_raion_yes,sub_area_Poselenie Desjonovskoe,sub_area_Zjablikovo,0.0,0.0,0,1, 
timestamp_2012-12-13,,,,,,,,,,,,,product_type_OwnerOccupier,sub_area_Jasenevo,water_1line_yes,sub_area_Poselenie Vnukovskoe,sub_area_Staroe Krjukovo,0.0,0.0,0,1, 
timestamp_2012-12-14,,,,,,,,,,,,,sub_area_Cheremushki,ecology_no data,sub_area_Poselenie Shherbinka,sub_area_Troparevo-Nikulino,build_count_foam,0.0,0.0,0,1, 
timestamp_2012-12-15,,,,,,,,,,,,,sub_area_Zjuzino,railroad_station_avto_min,sub_area_Poselenie Desjonovskoe,sub_area_Poselenie Shherbinka,ecology_no data,0.0,0.0,0,1, 
timestamp_2012-12-17,,,,,,,,,,,,,ecology_no data,sub_area_Poselenie Voskresenskoe,sub_area_Krjukovo,detention_facility_km,product_type_OwnerOccupier,0.0,0.0,0,1, 
timestamp_2012-12-18,,,,,,,,,,,,,sub_area_Poselenie Krasnopahorskoe,sub_area_Poselenie Voskresenskoe,ecology_no data,water_1line_yes,product_type_OwnerOccupier,0.0,0.0,0,1, 
timestamp_2012-12-19,,,,,,,,,,,,,sub_area_Poselenie Vnukovskoe,water_1line_yes,ecology_no data,product_type_OwnerOccupier,sub_area_Kapotnja,0.0,0.0,0,1, 
timestamp_2012-12-20,,,,,,,,,,,,,railroad_station_avto_km,railroad_station_walk_min,railroad_station_walk_km,ecology_no data,railroad_station_avto_min,0.0,0.0,0,1, 
timestamp_2012-12-21,,,,,,,,,,,,,sub_area_Altuf'evskoe,sub_area_Poselenie Vnukovskoe,ecology_no data,product_type_OwnerOccupier,sub_area_Silino,0.0,0.0,0,1, 
timestamp_2012-12-22,,,,,,,,,,,,,sub_area_Basmannoe,sub_area_Poselenie Shherbinka,sub_area_Poselenie Desjonovskoe,sub_area_Zapadnoe Degunino,theater_km,0.0,0.0,0,1, 
timestamp_2012-12-24,,,,,,,,,,,,,product_type_OwnerOccupier,water_1line_yes,sub_area_Poselenie Voskresenskoe,sub_area_Poselenie Moskovskij,big_road2_km,0.0,0.0,0,1, 
timestamp_2012-12-25,,,,,,,,,,,,,build_count_after_1995,sub_area_Poselenie Voskresenskoe,build_count_slag,school_quota,sub_area_Juzhnoe Butovo,0.0,0.0,0,1, 
timestamp_2012-12-26,,,,,,,,,,,,,railroad_station_avto_min,ecology_no data,product_type_OwnerOccupier,sub_area_Poselenie Voskresenskoe,cafe_sum_1500_min_price_avg,0.0,0.0,0,1, 
timestamp_2012-12-27,,,,,,,,,,,,,product_type_OwnerOccupier,ecology_no data,sub_area_Dorogomilovo,water_1line_yes,cafe_sum_2000_max_price_avg,0.0,0.0,0,1, 
timestamp_2012-12-28,,,,,,,,,,,,,sub_area_Poselenie Vnukovskoe,sub_area_Silino,ecology_no data,fitness_km,sub_area_Zjablikovo,0.0,0.0,0,1, 
timestamp_2012-12-29,,,,,,,,,,,,,ecology_no data,product_type_OwnerOccupier,railroad_station_avto_km,green_part_3000,railroad_station_walk_min,0.0,0.0,0,1, 
timestamp_2012-12-30,,,,,,,,,,,,,ecology_no data,sub_area_Poselenie Moskovskij,product_type_OwnerOccupier,sub_area_Poselenie Vnukovskoe,green_part_3000,0.0,0.0,0,1, 
timestamp_2013-01-09,,,,,,,,,,,,,sub_area_Krasnosel'skoe,sub_area_Kurkino,sub_area_Lianozovo,sub_area_Akademicheskoe,sub_area_Tekstil'shhiki,0.0,0.0,0,1, 
timestamp_2013-01-10,,,,,,,,,,,,,build_count_foam,sub_area_Horoshevo-Mnevniki,sub_area_Vyhino-Zhulebino,build_count_frame,sub_area_Severnoe Tushino,0.0,0.0,0,1, 
timestamp_2013-01-11,,,,,,,,,,,,,sub_area_Rostokino,sub_area_Gagarinskoe,sub_area_Jakimanka,sub_area_Savelki,sub_area_Mar'ina Roshha,0.0,0.0,0,1, 
timestamp_2013-01-12,,,,,,,,,,,,,sub_area_Akademicheskoe,sub_area_Vyhino-Zhulebino,sub_area_Poselenie Desjonovskoe,male_f,16_29_male,0.0,0.0,0,1, 
timestamp_2013-01-14,,,,,,,,,,,,,sub_area_Taganskoe,sub_area_Altuf'evskoe,sub_area_Ostankinskoe,sub_area_Vostochnoe Izmajlovo,sub_area_Cheremushki,0.0,0.0,0,1, 
timestamp_2013-01-15,,,,,,,,,,,,,sub_area_Novo-Peredelkino,sub_area_Vostochnoe Izmajlovo,sub_area_Babushkinskoe,sub_area_Juzhnoportovoe,sub_area_Chertanovo Central'noe,0.0,0.0,0,1, 
timestamp_2013-01-16,,,,,,,,,,,,,sub_area_Cheremushki,sub_area_Vnukovo,sub_area_Altuf'evskoe,sub_area_Kotlovka,sub_area_Severnoe Medvedkovo,0.0,0.0,0,1, 
timestamp_2013-01-17,,,,,,,,,,,,,sub_area_Poselenie Krasnopahorskoe,sub_area_Krasnosel'skoe,sub_area_Severnoe,sub_area_Vojkovskoe,sub_area_Fili Davydkovo,0.0,0.0,0,1, 
timestamp_2013-01-18,,,,,,,,,,,,,sub_area_Lianozovo,mosque_count_500,sub_area_Juzhnoe Tushino,sub_area_Obruchevskoe,sub_area_Mozhajskoe,0.0,0.0,0,1, 
timestamp_2013-01-19,,,,,,,,,,,,,sub_area_Butyrskoe,sub_area_Shhukino,sub_area_Teplyj Stan,sub_area_Juzhnoe Tushino,ecology_satisfactory,0.0,0.0,0,1, 
timestamp_2013-01-21,,,,,,,,,,,,,sub_area_Severnoe,sub_area_Kurkino,sub_area_Altuf'evskoe,cafe_count_1000_price_high,sub_area_Alekseevskoe,0.0,0.0,0,1, 
timestamp_2013-01-22,,,,,,,,,,,,,sub_area_Birjulevo Zapadnoe,sub_area_Vojkovskoe,sub_area_Fili Davydkovo,sub_area_Krjukovo,sub_area_Lomonosovskoe,0.0,0.0,0,1, 
timestamp_2013-01-23,,,,,,,,,,,,,sub_area_Mar'ina Roshha,sub_area_Juzhnoe Medvedkovo,sub_area_Dmitrovskoe,sub_area_Danilovskoe,sub_area_Birjulevo Vostochnoe,0.0,0.0,0,1, 
timestamp_2013-01-24,,,,,,,,,,,,,sub_area_Tekstil'shhiki,sub_area_Kon'kovo,railroad_1line_yes,sub_area_Zapadnoe Degunino,sub_area_Poselenie Shherbinka,0.0,0.0,0,1, 
timestamp_2013-01-25,,,,,,,,,,,,,sub_area_Kotlovka,sub_area_Shhukino,sub_area_Troickij okrug,sub_area_Orehovo-Borisovo Severnoe,sub_area_Kuz'minki,0.0,0.0,0,1, 
timestamp_2013-01-26,,,,,,,,,,,,,sub_area_Obruchevskoe,sub_area_Akademicheskoe,sub_area_Kon'kovo,railroad_station_avto_km,sub_area_Poselenie Desjonovskoe,0.0,0.0,0,1, 
timestamp_2013-01-28,,,,,,,,,,,,,sub_area_Lefortovo,sub_area_Timirjazevskoe,sub_area_Staroe Krjukovo,sub_area_Poselenie Desjonovskoe,cafe_count_1000_price_high,0.0,0.0,0,1, 
timestamp_2013-01-29,,,,,,,,,,,,,sub_area_Prospekt Vernadskogo,sub_area_Staroe Krjukovo,sub_area_Meshhanskoe,sub_area_Silino,sub_area_Poselenie Vnukovskoe,0.0,0.0,0,1, 
timestamp_2013-01-30,,,,,,,,,,,,,sub_area_Kapotnja,sub_area_Orehovo-Borisovo Severnoe,sub_area_Matushkino,sub_area_Juzhnoportovoe,sub_area_Nekrasovka,0.0,0.0,0,1, 
timestamp_2013-01-31,,,,,,,,,,,,,sub_area_Poselenie Kokoshkino,stadium_km,oil_chemistry_km,ttk_km,sadovoe_km,0.0,0.0,0,1, 
timestamp_2013-02-01,,,,,,,,,,,,,sub_area_Kurkino,sub_area_Nizhegorodskoe,sub_area_Matushkino,sub_area_Vostochnoe Degunino,sub_area_Novo-Peredelkino,0.0,0.0,0,1, 
timestamp_2013-02-02,,,,,,,,,,,,,sub_area_Akademicheskoe,sub_area_Poselenie Shherbinka,nuclear_reactor_raion_yes,green_zone_km,male_f,0.0,0.0,0,1, 
timestamp_2013-02-04,,,,,,,,,,,,,sub_area_Vnukovo,sub_area_Beskudnikovskoe,sub_area_Jakimanka,sub_area_Hamovniki,sub_area_Staroe Krjukovo,0.0,0.0,0,1, 
timestamp_2013-02-05,,,,,,,,,,,,,sub_area_Orehovo-Borisovo Juzhnoe,sub_area_Golovinskoe,sub_area_Moskvorech'e-Saburovo,sub_area_Butyrskoe,nuclear_reactor_raion_yes,0.0,0.0,0,1, 
timestamp_2013-02-06,,,,,,,,,,,,,sub_area_Vojkovskoe,sub_area_Juzhnoe Tushino,sub_area_Obruchevskoe,sub_area_Presnenskoe,build_count_foam,0.0,0.0,0,1, 
timestamp_2013-02-07,,,,,,,,,,,,,sub_area_Ostankinskoe,sub_area_Birjulevo Zapadnoe,sub_area_Lianozovo,sub_area_Horoshevskoe,cafe_count_2000_price_high,0.0,0.0,0,1, 
timestamp_2013-02-08,,,,,,,,,,,,,sub_area_Kurkino,sub_area_Birjulevo Zapadnoe,sub_area_Lomonosovskoe,sub_area_Nagatino-Sadovniki,sub_area_Juzhnoe Tushino,0.0,0.0,0,1, 
timestamp_2013-02-09,,,,,,,,,,,,,sub_area_Metrogorodok,sub_area_Sokol'niki,sub_area_Izmajlovo,sub_area_Nagatinskij Zaton,sub_area_Poselenie Shherbinka,0.0,0.0,0,1, 
timestamp_2013-02-11,,,,,,,,,,,,,sub_area_Staroe Krjukovo,sub_area_Moskvorech'e-Saburovo,sub_area_Novo-Peredelkino,mosque_count_500,sub_area_Rjazanskij,0.0,0.0,0,1, 
timestamp_2013-02-12,,,,,,,,,,,,,sub_area_Zamoskvorech'e,sub_area_Otradnoe,sub_area_Kotlovka,sub_area_Filevskij Park,mosque_count_500,0.0,0.0,0,1, 
timestamp_2013-02-13,,,,,,,,,,,,,sub_area_Arbat,sub_area_Poselenie Moskovskij,sub_area_Vojkovskoe,cafe_count_1000_price_high,ID_metro,0.0,0.0,0,1, 
timestamp_2013-02-14,,,,,,,,,,,,,sub_area_Marfino,sub_area_Krylatskoe,sub_area_Timirjazevskoe,sub_area_Taganskoe,sub_area_Ochakovo-Matveevskoe,0.0,0.0,0,1, 
timestamp_2013-02-15,,,,,,,,,,,,,sub_area_Novogireevo,sub_area_Kuz'minki,sub_area_Kon'kovo,sub_area_Jasenevo,sub_area_Birjulevo Vostochnoe,0.0,0.0,0,1, 
timestamp_2013-02-16,,,,,,,,,,,,,sub_area_Krylatskoe,sub_area_Nagatino-Sadovniki,hospital_beds_raion,sub_area_Poselenie Filimonkovskoe,sub_area_Mar'ino,0.0,0.0,0,1, 
timestamp_2013-02-18,,,,,,,,,,,,,sub_area_Gagarinskoe,green_zone_km,sub_area_Juzhnoportovoe,sub_area_Zjablikovo,leisure_count_500,0.0,0.0,0,1, 
timestamp_2013-02-19,,,,,,,,,,,,,sub_area_Rostokino,sub_area_Jakimanka,sub_area_Poselenie Sosenskoe,sub_area_Severnoe Tushino,railroad_station_avto_km,0.0,0.0,0,1, 
timestamp_2013-02-20,,,,,,,,,,,,,sub_area_Kurkino,sub_area_Levoberezhnoe,sub_area_Pechatniki,sub_area_Orehovo-Borisovo Severnoe,sub_area_Poselenie Voskresenskoe,0.0,0.0,0,1, 
timestamp_2013-02-21,,,,,,,,,,,,,sub_area_Ajeroport,sub_area_Chertanovo Severnoe,sub_area_Koptevo,sub_area_Ljublino,sub_area_Poselenie Shherbinka,0.0,0.0,0,1, 
timestamp_2013-02-22,,,,,,,,,,,,,sub_area_Krasnosel'skoe,sub_area_Marfino,sub_area_Meshhanskoe,sub_area_Dmitrovskoe,sub_area_Obruchevskoe,0.0,0.0,0,1, 
timestamp_2013-02-23,,,,,,,,,,,,,sub_area_Bogorodskoe,female_f,16_29_female,16_29_all,full_all,0.0,0.0,0,1, 
timestamp_2013-02-25,,,,,,,,,,,,,sub_area_Beskudnikovskoe,sub_area_Chertanovo Central'noe,sub_area_Orehovo-Borisovo Juzhnoe,sub_area_Birjulevo Vostochnoe,sub_area_Nekrasovka,0.0,0.0,0,1, 
timestamp_2013-02-26,,,,,,,,,,,,,sub_area_Arbat,sub_area_Krylatskoe,sub_area_Lomonosovskoe,sub_area_Severnoe Izmajlovo,sub_area_Novogireevo,0.0,0.0,0,1, 
timestamp_2013-02-27,,,,,,,,,,,,,sub_area_Horoshevo-Mnevniki,build_count_foam,sub_area_Mitino,build_count_frame,build_count_monolith,0.0,0.0,0,1, 
timestamp_2013-03-01,,,,,,,,,,,,,sub_area_Lomonosovskoe,sub_area_Presnenskoe,sub_area_Nekrasovka,sub_area_Kurkino,office_km,0.0,0.0,0,1, 
timestamp_2013-03-02,,,,,,,,,,,,,sub_area_Nagornoe,sub_area_Meshhanskoe,sub_area_Alekseevskoe,mosque_count_5000,sub_area_Ajeroport,0.0,0.0,0,1, 
timestamp_2013-03-04,,,,,,,,,,,,,sub_area_Severnoe,sub_area_Kapotnja,sub_area_Losinoostrovskoe,sub_area_Golovinskoe,big_market_raion_yes,0.0,0.0,0,1, 
timestamp_2013-03-05,,,,,,,,,,,,,sub_area_Chertanovo Central'noe,sub_area_Poselenie Voskresenskoe,water_1line_yes,sub_area_Juzhnoe Tushino,sub_area_Metrogorodok,0.0,0.0,0,1, 
timestamp_2013-03-06,,,,,,,,,,,,,sub_area_Nagatino-Sadovniki,sub_area_Pokrovskoe Streshnevo,sub_area_Poselenie Sosenskoe,sub_area_Perovo,sub_area_Ochakovo-Matveevskoe,0.0,0.0,0,1, 
timestamp_2013-03-07,,,,,,,,,,,,,sub_area_Meshhanskoe,cafe_sum_3000_min_price_avg,cafe_avg_price_3000,cafe_sum_3000_max_price_avg,sub_area_Vostochnoe Degunino,0.0,0.0,0,1, 
timestamp_2013-03-09,,,,,,,,,,,,,sub_area_Dorogomilovo,sub_area_Juzhnoe Medvedkovo,sub_area_Pokrovskoe Streshnevo,sub_area_Dmitrovskoe,sub_area_Severnoe Butovo,0.0,0.0,0,1, 
timestamp_2013-03-11,,,,,,,,,,,,,sub_area_Poselenie Mosrentgen,sub_area_Begovoe,sub_area_Prospekt Vernadskogo,sub_area_Vostochnoe Degunino,sub_area_Poselenie Shherbinka,0.0,0.0,0,1, 
timestamp_2013-03-12,,,,,,,,,,,,,sub_area_Lianozovo,sub_area_Poselenie Sosenskoe,sub_area_Savelovskoe,sub_area_Marfino,sub_area_Gol'janovo,0.0,0.0,0,1, 
timestamp_2013-03-13,,,,,,,,,,,,,sub_area_Poselenie Mosrentgen,sub_area_Severnoe Tushino,sub_area_Pokrovskoe Streshnevo,sub_area_Rostokino,green_zone_km,0.0,0.0,0,1, 
timestamp_2013-03-14,,,,,,,,,,,,,sub_area_Filevskij Park,sub_area_Jasenevo,sub_area_Meshhanskoe,sub_area_Mar'ina Roshha,sub_area_Nekrasovka,0.0,0.0,0,1, 
timestamp_2013-03-15,,,,,,,,,,,,,sub_area_Rostokino,sub_area_Ochakovo-Matveevskoe,sub_area_Chertanovo Juzhnoe,green_zone_km,sub_area_Basmannoe,0.0,0.0,0,1, 
timestamp_2013-03-16,,,,,,,,,,,,,sub_area_Kurkino,sub_area_Ochakovo-Matveevskoe,sub_area_Meshhanskoe,sub_area_Babushkinskoe,sub_area_Juzhnoe Medvedkovo,0.0,0.0,0,1, 
timestamp_2013-03-18,,,,,,,,,,,,,sub_area_Nekrasovka,build_count_foam,sub_area_Dorogomilovo,sub_area_Horoshevo-Mnevniki,incineration_raion_yes,0.0,0.0,0,1, 
timestamp_2013-03-19,,,,,,,,,,,,,mosque_count_1000,sub_area_Hovrino,sub_area_Pechatniki,mosque_count_1500,sub_area_Marfino,0.0,0.0,0,1, 
timestamp_2013-03-20,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,sub_area_Pokrovskoe Streshnevo,big_market_raion_yes,railroad_1line_yes,product_type_OwnerOccupier,0.0,0.0,0,1, 
timestamp_2013-03-21,,,,,,,,,,,,,sub_area_Savelovskoe,sub_area_Silino,sub_area_Poselenie Voskresenskoe,water_1line_yes,sub_area_Poselenie Sosenskoe,0.0,0.0,0,1, 
timestamp_2013-03-22,,,,,,,,,,,,,sub_area_Cheremushki,sub_area_Chertanovo Central'noe,sub_area_Chertanovo Severnoe,sub_area_Ochakovo-Matveevskoe,mosque_count_5000,0.0,0.0,0,1, 
timestamp_2013-03-23,,,,,,,,,,,,,sub_area_Lefortovo,sub_area_Dorogomilovo,office_sqm_1500,office_sqm_1000,office_sqm_2000,0.0,0.0,0,1, 
timestamp_2013-03-24,,,,,,,,,,,,,sub_area_Poselenie Voskresenskoe,water_1line_yes,big_road1_km,university_km,mosque_count_3000,0.0,0.0,0,1, 
timestamp_2013-03-25,,,,,,,,,,,,,sub_area_Krasnosel'skoe,sub_area_Troickij okrug,sub_area_Strogino,railroad_station_walk_km,railroad_station_walk_min,0.0,0.0,0,1, 
timestamp_2013-03-26,,,,,,,,,,,,,green_zone_km,incineration_raion_yes,sub_area_Nekrasovka,sub_area_Kosino-Uhtomskoe,sub_area_Nizhegorodskoe,0.0,0.0,0,1, 
timestamp_2013-03-27,,,,,,,,,,,,,sub_area_Meshhanskoe,green_zone_km,sub_area_Nekrasovka,sub_area_Pokrovskoe Streshnevo,incineration_raion_yes,0.0,0.0,0,1, 
timestamp_2013-03-28,,,,,,,,,,,,,sub_area_Severnoe,sub_area_Zamoskvorech'e,sub_area_Metrogorodok,sub_area_Mitino,sub_area_Poselenie Voskresenskoe,0.0,0.0,0,1, 
timestamp_2013-03-29,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,big_market_raion_yes,sub_area_Ostankinskoe,sub_area_Ljublino,ID_big_road1,0.0,0.0,0,1, 
timestamp_2013-03-30,,,,,,,,,,,,,sub_area_Nagatino-Sadovniki,sub_area_Perovo,sub_area_Horoshevo-Mnevniki,sub_area_Severnoe Tushino,oil_chemistry_raion_yes,0.0,0.0,0,1, 
timestamp_2013-04-01,,,,,,,,,,,,,sub_area_Jasenevo,build_count_1971-1995,water_1line_yes,sub_area_Zjuzino,sub_area_Nizhegorodskoe,0.0,0.0,0,1, 
timestamp_2013-04-02,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,railroad_station_walk_min,railroad_station_walk_km,preschool_quota,sub_area_Ostankinskoe,0.0,0.0,0,1, 
timestamp_2013-04-03,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,big_market_raion_yes,ID_big_road1,sub_area_Matushkino,area_m,0.0,0.0,0,1, 
timestamp_2013-04-04,,,,,,,,,,,,,cafe_sum_3000_min_price_avg,sub_area_Alekseevskoe,cafe_avg_price_3000,cafe_sum_3000_max_price_avg,railroad_station_avto_min,0.0,0.0,0,1, 
timestamp_2013-04-05,,,,,,,,,,,,,sub_area_Chertanovo Juzhnoe,sub_area_Vostochnoe Degunino,sub_area_Zapadnoe Degunino,sub_area_Jaroslavskoe,sub_area_Babushkinskoe,0.0,0.0,0,1, 
timestamp_2013-04-06,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,big_market_raion_yes,sub_area_Poselenie Filimonkovskoe,sub_area_Juzhnoe Medvedkovo,mosque_count_5000,0.0,0.0,0,1, 
timestamp_2013-04-07,,,,,,,,,,,,,sub_area_Moskvorech'e-Saburovo,sub_area_Juzhnoportovoe,sub_area_Caricyno,prom_part_5000,nuclear_reactor_raion_yes,0.0,0.0,0,1, 
timestamp_2013-04-08,,,,,,,,,,,,,sub_area_Zjuzino,sub_area_Marfino,sub_area_Alekseevskoe,sub_area_Babushkinskoe,sub_area_Troparevo-Nikulino,0.0,0.0,0,1, 
timestamp_2013-04-09,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,sub_area_Poselenie Rjazanovskoe,big_market_raion_yes,sub_area_Zamoskvorech'e,incineration_raion_yes,0.0,0.0,0,1, 
timestamp_2013-04-10,,,,,,,,,,,,,prom_part_1000,sub_area_Nekrasovka,prom_part_1500,sub_area_Poselenie Sosenskoe,sub_area_Donskoe,0.0,0.0,0,1, 
timestamp_2013-04-11,,,,,,,,,,,,,green_zone_km,sub_area_Vnukovo,incineration_raion_yes,sub_area_Nekrasovka,sub_area_Golovinskoe,0.0,0.0,0,1, 
timestamp_2013-04-12,,,,,,,,,,,,,sub_area_Ostankinskoe,sub_area_Butyrskoe,sub_area_Matushkino,radiation_raion_no,sub_area_Poselenie Sosenskoe,0.0,0.0,0,1, 
timestamp_2013-04-13,,,,,,,,,,,,,sub_area_Kuz'minki,green_zone_km,sub_area_Kon'kovo,sub_area_Golovinskoe,sub_area_Nekrasovka,0.0,0.0,0,1, 
timestamp_2013-04-15,,,,,,,,,,,,,sub_area_Poselenie Rjazanovskoe,sub_area_Krasnosel'skoe,sub_area_Kuncevo,floor,product_type_OwnerOccupier,0.0,0.0,0,1, 
timestamp_2013-04-16,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,big_market_raion_yes,sub_area_Krasnosel'skoe,ecology_no data,sub_area_Sokol'niki,0.0,0.0,0,1, 
timestamp_2013-04-17,,,,,,,,,,,,,sub_area_Ostankinskoe,sub_area_Babushkinskoe,sub_area_Chertanovo Juzhnoe,sub_area_Fili Davydkovo,sub_area_Begovoe,0.0,0.0,0,1, 
timestamp_2013-04-18,,,,,,,,,,,,,sub_area_Chertanovo Central'noe,green_zone_km,sub_area_Sokol,product_type_OwnerOccupier,sub_area_Moskvorech'e-Saburovo,0.0,0.0,0,1, 
timestamp_2013-04-19,,,,,,,,,,,,,ID_metro,sub_area_Gagarinskoe,price_doc,sub_area_Prospekt Vernadskogo,sub_area_Butyrskoe,0.0,0.0,0,1, 
timestamp_2013-04-20,,,,,,,,,,,,,sub_area_Jakimanka,sub_area_Birjulevo Zapadnoe,sub_area_Horoshevskoe,sub_area_Juzhnoe Medvedkovo,sub_area_Cheremushki,0.0,0.0,0,1, 
timestamp_2013-04-22,,,,,,,,,,,,,sub_area_Kapotnja,sub_area_Zamoskvorech'e,sub_area_Poselenie Sosenskoe,sub_area_Rostokino,product_type_OwnerOccupier,0.0,0.0,0,1, 
timestamp_2013-04-23,,,,,,,,,,,,,sub_area_Poselenie Sosenskoe,sub_area_Orehovo-Borisovo Severnoe,sub_area_Akademicheskoe,ID_big_road1,product_type_OwnerOccupier,0.0,0.0,0,1, 
timestamp_2013-04-24,,,,,,,,,,,,,sub_area_Babushkinskoe,sub_area_Basmannoe,sub_area_Poselenie Sosenskoe,ID_big_road1,sub_area_Sokol,0.0,0.0,0,1, 
timestamp_2013-04-25,,,,,,,,,,,,,sub_area_Orehovo-Borisovo Severnoe,sub_area_Poselenie Sosenskoe,product_type_OwnerOccupier,sub_area_Poselenie Moskovskij,railroad_station_walk_km,0.0,0.0,0,1, 
